id;nome;modelo;acompanha;palavraChave;peso;altura;largura;comprimento;codigo;marca;unidadeMedida;ativo;ncm;cest;origemFiscal;dataLancamento;dataAtualizacao;categorias;derivacoes;dataExtracao
2032;BLUSA Masculina Leves Defeitos Preta;Blusa Manga Curta.;1 Blusa Manga Curta.;Blusa Masculina, Algodão, Pijama Masculino;0.190;2.00;20.00;26.00;BMLDP;2;UN;True;62063000;;0;2024-08-28T00:00:00-03:00;;[36];[{'id': 2033, 'codigo': 'BMLDPP', 'nome': 'BLUSA Masculina Leves Defeitos Preta - P', 'ativo': True}, {'id': 2034, 'codigo': 'BMLDPM', 'nome': 'BLUSA Masculina Leves Defeitos Preta - M', 'ativo': True}, {'id': 2035, 'codigo': 'BMLDPG', 'nome': 'BLUSA Masculina Leves Defeitos Preta - G', 'ativo': True}, {'id': 2036, 'codigo': 'BMLDPG1', 'nome': 'BLUSA Masculina Leves Defeitos Preta - G1', 'ativo': True}, {'id': 2051, 'codigo': 'BMLDPGG', 'nome': 'BLUSA Masculina Leves Defeitos Preta - GG', 'ativo': True}];2025-09-11 10:22:49
3928;BLUSA Masculina Leves Defeitos Xadrez Azul;Blusa Manga Curta.;1 Blusa Manga Curta.;Blusa Masculina, Algodão, Pijama Masculino;0.190;2.00;20.00;26.00;BMLDXA;2;UN;True;62063000;;0;2025-07-31T00:00:00-03:00;2025-07-31T16:59:56-03:00;[36];[{'id': 3929, 'codigo': 'BMLDXAG', 'nome': 'BLUSA Masculina Leves Defeitos Xadrez Azul - G', 'ativo': True}];2025-09-11 10:22:49
601;Brinde Rabicó Cores;Rabicó Cores;01 Brinde Rabicó Cores;;0.010;0.50;1.00;1.70;BSCAR;2;UN;False;62063000;;0;2023-06-19T00:00:00-03:00;;[25];[{'id': 602, 'codigo': 'BSCAR1', 'nome': 'Brinde Rabicó Cores', 'ativo': False}];2025-09-11 10:22:49
3648;Body Splash Perfume Corporal Colônia Klow Pink;Body Splash;1 Frasco 250ml.;Perfume corpo, body splash, aroma corporal, colonia corpo, colonia;0.260;17.00;5.50;5.50;BSPCCKP;2;UN;True;33030020;2000700;0;2025-01-03T00:00:00-03:00;2025-07-08T18:28:35-03:00;[22, 46];[{'id': 3649, 'codigo': 'BSPCCKPAC', 'nome': 'Body Splash Perfume Corporal Colônia Klow Pink - Ambar Citrico', 'ativo': True}];2025-09-11 10:22:49
1945;CALCA Avulsa 1ª Coração;Calça Avulsa 1ª Qualidade;01 Calça de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1C;2;UN;True;62063000;;0;2024-08-07T00:00:00-03:00;;[36];[{'id': 1946, 'codigo': 'CA1CM', 'nome': 'CALCA Avulsa 1ª Coração - M', 'ativo': True}];2025-09-11 10:22:49
3354;CALÇA Avulsa 1ª Dog Me;Calça Avulsa 1ª Qualidade;01 Calça de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1DM;2;UN;True;62063000;;0;2025-04-30T00:00:00-03:00;2025-04-30T09:06:39-03:00;[36];[{'id': 3355, 'codigo': 'CA1DMGG', 'nome': 'CALÇA Avulsa 1ª Dog Me - GG', 'ativo': True}, {'id': 3356, 'codigo': 'CA1DMG1', 'nome': 'CALÇA Avulsa 1ª Dog Me - G1', 'ativo': True}];2025-09-11 10:22:49
2067;CALÇA Avulsa 1ª Estrela Azul;Calça Avulsa 1ª Qualidade;01 Calça de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1EA;2;UN;True;62063000;;0;2024-08-29T00:00:00-03:00;;[36];[{'id': 2068, 'codigo': 'CA1EAG', 'nome': 'CALÇA Avulsa 1ª Estrela Azul - G', 'ativo': True}, {'id': 2069, 'codigo': 'CA1EAGG', 'nome': 'CALÇA Avulsa 1ª Estrela Azul - GG', 'ativo': True}];2025-09-11 10:22:49
2371;CALÇA Avulsa 1ª Estrela Cinza;Calça Avulsa 1ª Qualidade;01 Calça 1ª qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1EC;2;UN;True;62063000;;0;2024-12-05T00:00:00-03:00;2024-12-05T13:51:23-03:00;[36];[{'id': 2373, 'codigo': 'CA1ECM', 'nome': 'CALÇA Avulsa 1ª Estrela Cinza - M', 'ativo': True}, {'id': 2374, 'codigo': 'CA1ECG', 'nome': 'CALÇA Avulsa 1ª Estrela Cinza - G', 'ativo': True}, {'id': 2372, 'codigo': 'CA1ECP', 'nome': 'CALÇA Avulsa 1ª Estrela Cinza - P', 'ativo': True}, {'id': 2375, 'codigo': 'CA1ECGG', 'nome': 'CALÇA Avulsa 1ª Estrela Cinza - GG', 'ativo': True}, {'id': 2376, 'codigo': 'CA1ECG1', 'nome': 'CALÇA Avulsa 1ª Estrela Cinza - G1', 'ativo': True}];2025-09-11 10:22:49
1769;CALÇA Avulsa 1ª Floral ;Calça Avulsa 1ª Qualidade;01 Calça de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1F;2;UN;True;62063000;;0;2024-07-25T00:00:00-03:00;;[36];[{'id': 1770, 'codigo': 'CA1FP', 'nome': 'CALÇA Avulsa 1ª Floral  - P', 'ativo': True}, {'id': 1771, 'codigo': 'CA1FGG', 'nome': 'CALÇA Avulsa 1ª Floral  - GG', 'ativo': True}];2025-09-11 10:22:49
2006;CALÇA Avulsa 1ª Listras Marinho;Calça Avulsa 1ª Qualidade;01 Calça 1ª qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1LM;2;UN;True;62063000;;0;2024-08-16T00:00:00-03:00;2025-08-20T10:14:26-03:00;[36];[{'id': 2370, 'codigo': 'CA1LMG1', 'nome': 'CALÇA Avulsa 1ª Listras Marinho - G1', 'ativo': False}, {'id': 2008, 'codigo': 'CA1LMM', 'nome': 'CALÇA Avulsa 1ª Listras Marinho - M', 'ativo': False}, {'id': 2009, 'codigo': 'CA1LMG', 'nome': 'CALÇA Avulsa 1ª Listras Marinho - G', 'ativo': True}, {'id': 2007, 'codigo': 'CA1LMP', 'nome': 'CALÇA Avulsa 1ª Listras Marinho - P', 'ativo': True}, {'id': 2010, 'codigo': 'CA1LMGG', 'nome': 'CALÇA Avulsa 1ª Listras Marinho - GG', 'ativo': False}];2025-09-11 10:22:49
3764;CALÇA Avulsa 1ª Xadrez Marinho ;Calça Avulsa 1ª Qualidade;01 Calça de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1LRM;2;UN;True;62063000;;0;2025-06-27T00:00:00-03:00;2025-06-27T18:13:12-03:00;[36];[{'id': 3765, 'codigo': 'CA1LRMG2', 'nome': 'CALÇA Avulsa 1ª Xadrez Marinho  - G2', 'ativo': True}];2025-09-11 10:22:49
1750;CALÇA Avulsa 1ª Marinho Off;Calça Avulsa 1ª Qualidade;01 Calça 1ª qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1MO;2;UN;True;62063000;;0;2024-07-24T00:00:00-03:00;;[36];[{'id': 1751, 'codigo': 'CA1MOP', 'nome': 'CALÇA Avulsa 1ª Marinho Off - P', 'ativo': True}, {'id': 1752, 'codigo': 'CA1MOG', 'nome': 'CALÇA Avulsa 1ª Marinho Off - G', 'ativo': True}];2025-09-11 10:22:49
3024;CALÇA Avulsa 1ª Moletinho  Peluciado ;Calça Avulsa 1ª Qualidade;01 Calça 1ª qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1MP;2;UN;True;62063000;;0;2025-03-10T00:00:00-03:00;2025-03-10T18:44:57-03:00;[36];[{'id': 3025, 'codigo': 'CA1MPM', 'nome': 'CALÇA Avulsa 1ª Moletinho  Peluciado  - M', 'ativo': True}, {'id': 3026, 'codigo': 'CA1MPG', 'nome': 'CALÇA Avulsa 1ª Moletinho  Peluciado  - G', 'ativo': True}];2025-09-11 10:22:49
1744;CALÇA Avulsa 1ª Onça Cinza;Calça Avulsa 1ª Qualidade;01 Calça de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1OC;2;UN;True;62063000;;0;2024-07-23T00:00:00-03:00;;[36];[{'id': 1745, 'codigo': 'CA1OCP', 'nome': 'CALÇA Avulsa 1ª Onça Cinza - P', 'ativo': False}, {'id': 1746, 'codigo': 'CA1OCGG', 'nome': 'CALÇA Avulsa 1ª Onça Cinza - GG', 'ativo': False}, {'id': 1747, 'codigo': 'CA1OCM', 'nome': 'CALÇA Avulsa 1ª Onça Cinza - M', 'ativo': False}, {'id': 1748, 'codigo': 'CA1OCG', 'nome': 'CALÇA Avulsa 1ª Onça Cinza - G', 'ativo': True}];2025-09-11 10:22:49
2484;CALÇA Avulsa 1ª Once Me;Calça Avulsa 1ª Qualidade;01 Calça de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1OM;2;UN;True;62063000;;0;2024-12-17T00:00:00-03:00;2024-12-17T18:14:32-03:00;[36];[{'id': 2485, 'codigo': 'CA1OMM', 'nome': 'CALÇA Avulsa 1ª Once Me - M', 'ativo': True}];2025-09-11 10:22:49
2288;CALÇA Avulsa 1ª Peluciada Mescla;Calça Avulsa 1ª Qualidade;01 Calça de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1PM;2;UN;True;62063000;;0;2024-11-14T00:00:00-03:00;;[36];[{'id': 2289, 'codigo': 'CA1PMM', 'nome': 'CALÇA Avulsa 1ª Peluciada Mescla - M', 'ativo': True}];2025-09-11 10:22:49
2004;CALÇA Avulsa 1ª Star;Calça Avulsa 1ª Qualidade;01 Calça 1ª qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1S;2;UN;True;62063000;;0;2024-08-15T00:00:00-03:00;2025-06-27T17:34:42-03:00;[36];[{'id': 2064, 'codigo': 'CA1SGG', 'nome': 'CALÇA Avulsa 1ª Star - GG', 'ativo': False}, {'id': 2063, 'codigo': 'CA1SP', 'nome': 'CALÇA Avulsa 1ª Star - P', 'ativo': False}, {'id': 2005, 'codigo': 'CA1SG', 'nome': 'CALÇA Avulsa 1ª Star - G', 'ativo': False}, {'id': 3762, 'codigo': 'CA1SG3', 'nome': 'CALÇA Avulsa 1ª Star - G3', 'ativo': True}, {'id': 2328, 'codigo': 'CA1SM', 'nome': 'CALÇA Avulsa 1ª Star - M', 'ativo': False}];2025-09-11 10:22:49
1947;CALÇA Avulsa 1ª Xadrez Rosa;Calça Avulsa 1ª Qualidade;01 Calça de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1XR;2;UN;True;62063000;;0;2024-08-07T00:00:00-03:00;2025-06-27T17:32:28-03:00;[36];[{'id': 3761, 'codigo': 'CA1XRP', 'nome': 'CALÇA Avulsa 1ª Xadrez Rosa - P', 'ativo': True}, {'id': 2730, 'codigo': 'CA1XRG1', 'nome': 'CALÇA Avulsa 1ª Xadrez Rosa - G1', 'ativo': False}, {'id': 2656, 'codigo': 'CA1XRG3', 'nome': 'CALÇA Avulsa 1ª Xadrez Rosa - G3', 'ativo': False}, {'id': 2066, 'codigo': 'CA1XRG', 'nome': 'CALÇA Avulsa 1ª Xadrez Rosa - G', 'ativo': False}, {'id': 1948, 'codigo': 'CA1XRGG', 'nome': 'CALÇA Avulsa 1ª Xadrez Rosa - GG', 'ativo': True}];2025-09-11 10:22:49
2844;CALÇA Avulsa 1ª Xadrez Vermelha;Calça Avulsa 1ª Qualidade;01 Calça de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;CA1XV;2;UN;True;62063000;;0;2025-01-22T00:00:00-03:00;2025-03-27T17:55:01-03:00;[36];[{'id': 2847, 'codigo': 'CA1XVG2', 'nome': 'CALÇA Avulsa 1ª Xadrez Vermelha - G2', 'ativo': False}, {'id': 2846, 'codigo': 'CA1XVG1', 'nome': 'CALÇA Avulsa 1ª Xadrez Vermelha - G1', 'ativo': False}, {'id': 3184, 'codigo': 'CA1XVM', 'nome': 'CALÇA Avulsa 1ª Xadrez Vermelha - M', 'ativo': True}, {'id': 2845, 'codigo': 'CA1XVGG', 'nome': 'CALÇA Avulsa 1ª Xadrez Vermelha - GG', 'ativo': False}];2025-09-11 10:22:49
1376;Camisola Americana Algodão DogMe;Camisola Americana Manga Curta;01 Camisola Manga Curta.;Camisola, Blusão, Blusa, Camisolão, camisolao, Americano, Americana;0.240;2.00;20.00;26.00;CAADM;2;UN;True;62063000;;0;2024-04-01T00:00:00-03:00;;[7, 35, 33, 37, 2];[{'id': 1380, 'codigo': 'CAADMGG', 'nome': 'Camisola Americana Algodão DogMe - GG', 'ativo': False}, {'id': 1378, 'codigo': 'CAADMM', 'nome': 'Camisola Americana Algodão DogMe - M', 'ativo': False}, {'id': 1377, 'codigo': 'CAADMP', 'nome': 'Camisola Americana Algodão DogMe - P', 'ativo': True}, {'id': 1379, 'codigo': 'CAADMG', 'nome': 'Camisola Americana Algodão DogMe - G', 'ativo': True}];2025-09-11 10:22:49
2280;Camisola Americana Algodão Rosa&Pink;Camisola Americana Manga Curta;01 Camisola Manga Curta.;Camisola, Blusão, Blusa, Camisolão, camisolao, Americano, Americana;0.240;2.00;20.00;26.00;CAAREP;2;UN;True;62063000;;0;2024-12-28T00:00:00-03:00;2025-04-16T16:20:59-03:00;[36];[{'id': 2281, 'codigo': 'CAAREPP', 'nome': 'Camisola Americana Algodão Rosa&Pink - P', 'ativo': True}, {'id': 2283, 'codigo': 'CAAREPG', 'nome': 'Camisola Americana Algodão Rosa&Pink - G', 'ativo': True}, {'id': 2284, 'codigo': 'CAAREPGG', 'nome': 'Camisola Americana Algodão Rosa&Pink - GG', 'ativo': True}, {'id': 2282, 'codigo': 'CAAREPM', 'nome': 'Camisola Americana Algodão Rosa&Pink - M', 'ativo': True}];2025-09-11 10:22:49
2275;Camisola Americana Algodão Rosa&Rosa;Camisola Americana Manga Curta;01 Camisola Manga Curta.;Camisola, Blusão, Blusa, Camisolão, camisolao, Americano, Americana;0.240;2.00;20.00;26.00;CAARER;2;UN;True;62063000;;0;2025-01-16T00:00:00-03:00;2025-02-13T09:48:15-03:00;[7, 35, 33, 47, 37, 2];[{'id': 2276, 'codigo': 'CAARERP', 'nome': 'Camisola Americana Algodão Rosa&Rosa - P', 'ativo': True}, {'id': 2277, 'codigo': 'CAARERM', 'nome': 'Camisola Americana Algodão Rosa&Rosa - M', 'ativo': True}, {'id': 2278, 'codigo': 'CAARERG', 'nome': 'Camisola Americana Algodão Rosa&Rosa - G', 'ativo': True}, {'id': 2279, 'codigo': 'CAARERGG', 'nome': 'Camisola Americana Algodão Rosa&Rosa - GG', 'ativo': True}];2025-09-11 10:22:49
710;Camisola Americana Algodão Marinho;Camisola Americana Manga Curta;01 Camisola Manga Curta.;Camisola, Blusão, Blusa, Camisolão, camisolao, Americano, Americana;0.240;2.00;20.00;26.00;CACAM;2;UN;True;62063000;;0;2025-01-17T00:00:00-03:00;2025-04-16T16:24:02-03:00;[36];[{'id': 714, 'codigo': 'CACAMGG', 'nome': 'Camisola Americana Algodão Marinho - GG', 'ativo': True}, {'id': 836, 'codigo': 'CACAMXGG', 'nome': 'Camisola Americana Algodão Marinho - XGG', 'ativo': True}, {'id': 711, 'codigo': 'CACAMP', 'nome': 'Camisola Americana Algodão Marinho - P', 'ativo': True}, {'id': 713, 'codigo': 'CACAMG', 'nome': 'Camisola Americana Algodão Marinho - G', 'ativo': True}, {'id': 712, 'codigo': 'CACAMM', 'nome': 'Camisola Americana Algodão Marinho - M', 'ativo': True}];2025-09-11 10:22:49
667;Conjunto Feminino Curto Algodão Blanc Dream;Conjunto Manga Curta;"1 Blusa Manga Curta.
1 Shorts.";Pijama, Home Wear, Casa, Dia, Conjunto, Curto, Blusa, Manga Curta, Verão, Calor;0.330;3.00;20.00;26.00;CACBD;2;UN;False;62063000;;0;2024-02-29T00:00:00-03:00;2025-08-28T15:54:37-03:00;[31, 7, 35, 11];[{'id': 668, 'codigo': 'CACBDP', 'nome': 'Conjunto Feminino Curto Algodão Blanc Dream - P', 'ativo': False}, {'id': 669, 'codigo': 'CACBDM', 'nome': 'Conjunto Feminino Curto Algodão Blanc Dream - M', 'ativo': False}, {'id': 670, 'codigo': 'CACBDG', 'nome': 'Conjunto Feminino Curto Algodão Blanc Dream - G', 'ativo': False}, {'id': 671, 'codigo': 'CACBDGG', 'nome': 'Conjunto Feminino Curto Algodão Blanc Dream - GG', 'ativo': False}];2025-09-11 10:22:49
770;Camisola Feminina Americana Suede Dog Life;Camisola Americana Manga Curta;01 Camisola Manga Curta.;Camisola, Blusão, Blusa, Camisolão, camisolao, Americano, Americana;0.250;2.00;20.00;26.00;CACPDL;2;UN;True;62063000;;0;2024-04-01T00:00:00-03:00;2024-12-10T10:58:44-03:00;[29, 33, 7, 47, 2];[{'id': 773, 'codigo': 'CACPDLG', 'nome': 'Camisola Feminina Americana Suede Dog Life - G', 'ativo': True}, {'id': 774, 'codigo': 'CACPDLGG', 'nome': 'Camisola Feminina Americana Suede Dog Life - GG', 'ativo': True}, {'id': 772, 'codigo': 'CACPDLM', 'nome': 'Camisola Feminina Americana Suede Dog Life - M', 'ativo': False}, {'id': 771, 'codigo': 'CACPDLP', 'nome': 'Camisola Feminina Americana Suede Dog Life - P', 'ativo': True}];2025-09-11 10:22:49
4040;CALÇA Avulsa Leves Defeitos Algodão Coral;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDAC;2;UN;True;62063000;;0;2025-08-27T00:00:00-03:00;2025-08-27T16:15:32-03:00;[36];[{'id': 4041, 'codigo': 'CALDACG', 'nome': 'CALÇA Avulsa Leves Defeitos Algodão Coral - G', 'ativo': True}];2025-09-11 10:22:49
1850;CALÇA Avulsa Leves Defeitos Coração;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDC;2;UN;True;62063000;;0;2024-08-02T00:00:00-03:00;;[36];[{'id': 1853, 'codigo': 'CALDCGG', 'nome': 'CALÇA Avulsa Leves Defeitos Coração - GG', 'ativo': False}, {'id': 1851, 'codigo': 'CALDCM', 'nome': 'CALÇA Avulsa Leves Defeitos Coração - M', 'ativo': False}, {'id': 1852, 'codigo': 'CALDCG', 'nome': 'CALÇA Avulsa Leves Defeitos Coração - G', 'ativo': True}];2025-09-11 10:22:49
2406;CALÇA Avulsa Leves Defeitos Coração Pelucia;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDCP;2;UN;True;62063000;;0;2024-12-10T00:00:00-03:00;2024-12-10T11:15:12-03:00;[36];[{'id': 2407, 'codigo': 'CALDCPG', 'nome': 'CALÇA Avulsa Leves Defeitos Coração Pelucia - G', 'ativo': True}];2025-09-11 10:22:49
2824;CALÇA Avulsa Leves Defeitos Dog Me;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDDM;2;UN;True;62063000;;0;2025-01-22T00:00:00-03:00;2025-03-27T18:05:16-03:00;[36];[{'id': 2826, 'codigo': 'CALDDMM', 'nome': 'CALÇA Avulsa Leves Defeitos Dog Me - M', 'ativo': True}, {'id': 2825, 'codigo': 'CALDDMP', 'nome': 'CALÇA Avulsa Leves Defeitos Dog Me - P', 'ativo': False}];2025-09-11 10:22:49
1842;CALÇA AVULSA LEVES DEFEITOS ;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDE;2;UN;True;62063000;;0;2024-08-01T00:00:00-03:00;;[36];[{'id': 1843, 'codigo': 'CALDEM', 'nome': 'CALÇA AVULSA LEVES DEFEITOS  - M', 'ativo': True}, {'id': 1844, 'codigo': 'CALDEGG', 'nome': 'CALÇA AVULSA LEVES DEFEITOS  - GG', 'ativo': True}, {'id': 1845, 'codigo': 'CALDEXGG', 'nome': 'CALÇA AVULSA LEVES DEFEITOS  - XGG', 'ativo': True}];2025-09-11 10:22:49
1846;CALÇA Avulsa Leves Defeitos Estrela  Azul;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDEA;2;UN;True;62063000;;0;2024-08-01T00:00:00-03:00;;[36];[{'id': 1848, 'codigo': 'CALDEAGG', 'nome': 'CALÇA Avulsa Leves Defeitos Estrela  Azul - GG', 'ativo': True}, {'id': 1847, 'codigo': 'CALDEAM', 'nome': 'CALÇA Avulsa Leves Defeitos Estrela  Azul - M', 'ativo': True}, {'id': 2179, 'codigo': 'CALDEAP', 'nome': 'CALÇA Avulsa Leves Defeitos Estrela  Azul - P', 'ativo': True}, {'id': 2065, 'codigo': 'CALDEAG', 'nome': 'CALÇA Avulsa Leves Defeitos Estrela  Azul - G', 'ativo': True}, {'id': 1849, 'codigo': 'CALDEAXGG', 'nome': 'CALÇA Avulsa Leves Defeitos Estrela  Azul - XGG', 'ativo': True}];2025-09-11 10:22:49
2015;CALÇA Avulsa Leves Defeitos  Estrela Cinza;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDEC;2;UN;True;62063000;;0;2024-08-27T00:00:00-03:00;2025-04-03T14:15:16-03:00;[36];[{'id': 2018, 'codigo': 'CALDECG', 'nome': 'CALÇA Avulsa Leves Defeitos  Estrela Cinza - G', 'ativo': False}, {'id': 2020, 'codigo': 'CALDECG1', 'nome': 'CALÇA Avulsa Leves Defeitos  Estrela Cinza - G1', 'ativo': False}, {'id': 2016, 'codigo': 'CALDECP', 'nome': 'CALÇA Avulsa Leves Defeitos  Estrela Cinza - P', 'ativo': False}, {'id': 2017, 'codigo': 'CALDECM', 'nome': 'CALÇA Avulsa Leves Defeitos  Estrela Cinza - M', 'ativo': False}, {'id': 2019, 'codigo': 'CALDECGG', 'nome': 'CALÇA Avulsa Leves Defeitos  Estrela Cinza - GG', 'ativo': True}];2025-09-11 10:22:49
1869;CALÇA AVULSA LEVES DEFEITOS ESTRELA MESCLA BRANCO;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDEMC;2;UN;True;62063000;;0;2024-08-02T00:00:00-03:00;;[36];[{'id': 1870, 'codigo': 'CALDEMCG', 'nome': 'CALÇA AVULSA LEVES DEFEITOS ESTRELA MESCLA BRANCO - G', 'ativo': True}];2025-09-11 10:22:49
1867;CALÇA Avulsa Leves Defeitos  Floral;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDF;2;UN;True;62063000;;0;2024-08-02T00:00:00-03:00;;[36];[{'id': 2156, 'codigo': 'CALDFG', 'nome': 'CALÇA Avulsa Leves Defeitos  Floral - G', 'ativo': True}, {'id': 1868, 'codigo': 'CALDFM', 'nome': 'CALÇA Avulsa Leves Defeitos  Floral - M', 'ativo': True}];2025-09-11 10:22:49
3043;CALÇA Avulsa Leves Defeitos Listra Mocha;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDLM;2;UN;True;62063000;;0;2025-03-13T00:00:00-03:00;2025-06-11T14:50:34-03:00;[36];[{'id': 3044, 'codigo': 'CALDLMP', 'nome': 'CALÇA Avulsa Leves Defeitos Listra Mocha - P', 'ativo': True}, {'id': 3047, 'codigo': 'CALDLMGG', 'nome': 'CALÇA Avulsa Leves Defeitos Listra Mocha - GG', 'ativo': False}, {'id': 3046, 'codigo': 'CALDLMG', 'nome': 'CALÇA Avulsa Leves Defeitos Listra Mocha - G', 'ativo': False}, {'id': 3045, 'codigo': 'CALDLMM', 'nome': 'CALÇA Avulsa Leves Defeitos Listra Mocha - M', 'ativo': False}];2025-09-11 10:22:49
1858;CALÇA Avulsa Leves Defeitos Marinho;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDM;2;UN;True;62063000;;0;2024-08-02T00:00:00-03:00;2025-07-31T15:09:07-03:00;[36];[{'id': 1859, 'codigo': 'CALDMP', 'nome': 'CALÇA Avulsa Leves Defeitos Marinho - P', 'ativo': False}, {'id': 1860, 'codigo': 'CALDMM', 'nome': 'CALÇA Avulsa Leves Defeitos Marinho - M', 'ativo': True}, {'id': 2023, 'codigo': 'CALDMG', 'nome': 'CALÇA Avulsa Leves Defeitos Marinho - G', 'ativo': False}, {'id': 1861, 'codigo': 'CALDMGG', 'nome': 'CALÇA Avulsa Leves Defeitos Marinho - GG', 'ativo': False}];2025-09-11 10:22:49
3922;CALÇA Avulsa Leves Defeitos Marinho Coração ;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDMC;2;UN;True;62063000;;0;2025-07-31T00:00:00-03:00;2025-07-31T15:22:54-03:00;[36];[{'id': 3923, 'codigo': 'CALDMCG', 'nome': 'CALÇA Avulsa Leves Defeitos Marinho Coração  - G', 'ativo': True}];2025-09-11 10:22:49
2027;CALÇA Avulsa Leves Defeitos Moletinho Marinho Peluciado ;Calça Avulsa 2ª Qualidade;01 Calça 2ª qualidade.;Outlet;0.150;3.00;20.00;20.00;CALDMMP;2;UN;True;62063000;;0;2024-08-28T00:00:00-03:00;;[36];[{'id': 2029, 'codigo': 'CALDMMPM', 'nome': 'CALÇA Avulsa Leves Defeitos Moletinho Marinho Peluciado  - M', 'ativo': True}, {'id': 2030, 'codigo': 'CALDMMPG', 'nome': 'CALÇA Avulsa Leves Defeitos Moletinho Marinho Peluciado  - G', 'ativo': False}, {'id': 2028, 'codigo': 'CALDMMPP', 'nome': 'CALÇA Avulsa Leves Defeitos Moletinho Marinho Peluciado  - P', 'ativo': False}];2025-09-11 10:22:49
1871;CALÇA AVULSA LEVES DEFEITOS ONCE;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDO;2;UN;True;62063000;;0;2024-08-02T00:00:00-03:00;2025-08-20T07:33:16-03:00;[36];[{'id': 3993, 'codigo': 'CALDOGG', 'nome': 'CALÇA AVULSA LEVES DEFEITOS ONCE - GG', 'ativo': True}, {'id': 1872, 'codigo': 'CALDOP', 'nome': 'CALÇA AVULSA LEVES DEFEITOS ONCE - P', 'ativo': True}];2025-09-11 10:22:49
1865;CALÇA Avulsa Leves Defeitos Once Me;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDOM;2;UN;True;62063000;;0;2024-08-02T00:00:00-03:00;;[36];[{'id': 2022, 'codigo': 'CALDOMM', 'nome': 'CALÇA Avulsa Leves Defeitos Once Me - M', 'ativo': True}, {'id': 2024, 'codigo': 'CALDOMP', 'nome': 'CALÇA Avulsa Leves Defeitos Once Me - P', 'ativo': True}, {'id': 1866, 'codigo': 'CALDOMG', 'nome': 'CALÇA Avulsa Leves Defeitos Once Me - G', 'ativo': True}];2025-09-11 10:22:49
1862;CALÇA Avulsa Preta Leves Defeitos ;Calça Avulsa 2ª Qualidade;01 Calça de Leves Defeitos.;Outlet;0.150;3.00;20.00;20.00;CALDP;2;UN;True;62063000;;0;2024-08-02T00:00:00-03:00;2025-06-11T14:58:04-03:00;[36];[{'id': 1864, 'codigo': 'CALDPG', 'nome': 'CALÇA Avulsa Preta Leves Defeitos  - G', 'ativo': True}, {'id': 1863, 'codigo': 'CALDPM', 'nome': 'CALÇA Avulsa Preta Leves Defeitos  - M', 'ativo': False}];2025-09-11 10:22:49
